Local time in Cape Town (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.05.2018 20:00,15.4,757.6,761.8,1.4,81,Wind blowing from the north,3,4,,60%., ,,,,18,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.1,5,12,,,,
28.05.2018 17:00,16.3,756.2,760.3,0.5,79,Wind blowing from the north-west,7,8,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.7,,,,,,
28.05.2018 14:00,17.2,755.7,759.7,-0.7,80,Wind blowing from the north-west,10,14,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,8,13.7,2,6,,,,
28.05.2018 11:00,15.8,756.4,760.1,0.7,79,Wind blowing from the north,7,15,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,14.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,12.1,,,,,,
28.05.2018 08:00,14.2,755.7,759.8,-0.6,88,Wind blowing from the north-east,8,11,,"90  or more, but not 100%", ,,,12.1,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,,,20,12.3,,,,,,
28.05.2018 05:00,14.2,756.3,760.4,-0.1,84,Wind blowing from the north-northeast,5,7,,40%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.6,,,,,,
28.05.2018 02:00,14.3,756.4,760.5,-0.3,90,Wind blowing from the north-northwest,3,5,,70 – 80%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,10,12.6,,,,,,
27.05.2018 23:00,13.1,756.7,760.8,-0.6,88,Wind blowing from the west-northwest,2,3,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,20,11.2,,,,,,
27.05.2018 20:00,14.2,757.3,761.4,-0.1,88,variable wind direction,1,2,,70 – 80%., ,,,,22.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,2000-2500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,12.2,,,,,,
27.05.2018 17:00,20.4,757.4,761.5,-1.2,51,variable wind direction,2,4,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,25,9.8,,,,,,
27.05.2018 14:00,21.6,758.6,762.7,-2.3,44,Wind blowing from the north-west,2,4,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,8.7,,,,,,
27.05.2018 11:00,16.9,760.9,765.1,0.2,72,variable wind direction,1,2,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,11.7,,,,,,
27.05.2018 08:00,7.7,760.7,765,-0.1,91,Wind blowing from the north-east,2,2,,20–30%., ,,,6.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,6.3,,,,,,
27.05.2018 05:00,8.8,760.8,765,-0.5,92,variable wind direction,1,3,,no clouds, ,,,,,,,,,,20,7.5,,,,,,
27.05.2018 02:00,9.5,761.3,765.5,-0.5,91,Wind blowing from the north-east,2,2,,no clouds, ,,,,,,,,,,20,8.1,,,,,,
26.05.2018 23:00,10.9,761.8,766,0.1,91,variable wind direction,0,0,,no clouds, ,,,,,,,,,,20,9.4,,,,,,
26.05.2018 20:00,13.2,761.7,765.9,1,86,Wind blowing from the east,2,2,,no clouds, ,,,,21.6,,,,,,20,10.8,,,,,,
26.05.2018 17:00,16.8,760.7,764.8,0.1,65,Wind blowing from the south-southeast,4,,,no clouds, ,,,,,,,,,,30,10.1,,,,,,
26.05.2018 14:00,21,760.6,764.7,-1.6,52,variable wind direction,1,2,,no clouds, ,,,,,,,,,,30,10.6,,,,,,
26.05.2018 11:00,17.6,762.2,766.3,0.7,69,variable wind direction,1,2,,no clouds, ,,,,,,,,,,15,11.8,,,,,,
26.05.2018 08:00,7.4,761.5,765.8,0.4,92,Wind blowing from the north-east,2,2,,no clouds,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,7,,,,,,,3,6.2,,,,,,
26.05.2018 05:00,8.3,761.1,765.3,-0.4,92,Wind blowing from the north-northeast,1,3,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,20,7,,,,,,
26.05.2018 02:00,8.4,761.5,765.7,-0.6,91,Wind blowing from the north-east,1,2,,no clouds, ,,,,,,,,,,20,7,,,,,,
25.05.2018 23:00,13.4,762.1,766.3,0.1,81,Wind blowing from the south-southwest,3,4,,no clouds, ,,,,,,,,,,30,10.2,,,,,,
25.05.2018 20:00,14.6,762,766.1,0.5,86,Wind blowing from the south-west,4,5,,no clouds, ,,,,19.2,,,,,,20,12.2,,,,,,
25.05.2018 17:00,17.5,761.5,765.6,-0.1,64,Wind blowing from the south-southwest,4,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,10.6,,,,,,
25.05.2018 14:00,18.5,761.6,765.7,-1.4,57,Wind blowing from the south,5,7,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,9.9,,,,,,
25.05.2018 11:00,15.9,763,767.2,0.5,71,Wind blowing from the south,2,4,,no clouds, ,,,,,,,,,,20,10.5,,,,,,
25.05.2018 08:00,9,762.5,766.7,0.7,92,variable wind direction,1,2,,20–30%., ,,,8.8,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,7.7,5,24,,,,
25.05.2018 05:00,10.2,761.8,766,-0.4,92,Wind blowing from the south-east,1,1,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,8.9,,,,,,
25.05.2018 02:00,13.2,762.2,766.4,-0.2,83,Wind blowing from the south-southeast,4,6,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,10.3,5,18,,,,
24.05.2018 23:00,14.5,762.4,766.6,0.3,76,Wind blowing from the south,5,6,,70 – 80%., ,,,,17.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,10.2,,,,,,
24.05.2018 20:00,14.8,762.1,766.3,,80,Wind blowing from the south-southeast,5,8,,70 – 80%., ,,,,17.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.4,5,12,,,,
24.05.2018 14:00,15,760.9,765,0.3,89,Wind blowing from the south,7,10,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Drizzle.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,8,13.2,5,6,,,,
24.05.2018 11:00,16.9,760.6,764.7,0.9,90,Wind blowing from the north-northwest,4,6,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Drizzle.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,10,15.2,,,,,,
24.05.2018 08:00,16.7,759.7,763.8,-0.2,88,Wind blowing from the north,7,11,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,16.2,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,8,14.6,2,24,,,,
24.05.2018 05:00,17.1,759.9,764,-0.1,84,Wind blowing from the north-northwest,6,11,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.3,,,,,,
24.05.2018 02:00,16.7,760,764.5,-0.7,84,Wind blowing from the north-west,9,11,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.9,,,,,,
23.05.2018 23:00,16.9,760.7,764.8,0.7,83,Wind blowing from the north-northwest,4,7,,70 – 80%., ,,,,16.9,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.9,,,,,,
23.05.2018 20:00,16.8,760,764.1,0.3,86,Wind blowing from the north-west,9,13,,60%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,19.6,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,14.5,Trace of precipitation,12,,,,
23.05.2018 17:00,18.4,759.7,763.7,0.2,72,Wind blowing from the north-west,7,9,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.3,,,,,,
23.05.2018 14:00,19.2,759.5,763.6,-1.1,71,Wind blowing from the north-west,9,11,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,,,30,13.8,,,,,,
23.05.2018 11:00,18.5,760.6,764.6,0.1,71,Wind blowing from the north-northwest,5,12,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13,,,,,,
23.05.2018 08:00,16.7,760.5,764.6,0.2,80,Wind blowing from the north-northwest,5,8,,60%., ,,,14.5,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.3,Trace of precipitation,24,,,,
23.05.2018 05:00,16.6,760.3,764.5,-0.7,82,Wind blowing from the north-northwest,7,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.4,,,,,,
23.05.2018 02:00,16.1,761,765.1,-0.8,84,Wind blowing from the north-northwest,7,9,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.3,,,,,,
22.05.2018 23:00,14.6,761.8,766,0.9,86,Wind blowing from the north-northwest,5,8,,60%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.2,,,,,,
22.05.2018 20:00,15.7,760.9,765,0.9,77,Wind blowing from the north-east,4,9,,50%.,Clouds generally forming or developing. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Shower(s).,,19.6,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,11.7,Trace of precipitation,12,,,,
22.05.2018 17:00,17.7,760,764.2,-0.8,66,Wind blowing from the north-west,9,10,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,11.2,,,,,,
22.05.2018 14:00,19.1,760.8,764.8,-0.9,60,Wind blowing from the west-northwest,7,9,,50%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,11,Trace of precipitation,6,,,,
22.05.2018 11:00,18.4,761.7,765.8,1.1,68,Wind blowing from the north-west,6,10,,50%., ,,,14.6,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.3,,,,,,
22.05.2018 08:00,14.5,760.6,764.8,,84,Wind blowing from the north-northeast,4,5,,40%., ,,,13.7,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,11.8,10,24,,,,
22.05.2018 02:00,16.3,757.9,762.1,0,79,Wind blowing from the west-northwest,11,13,,70 – 80%.,"Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,12.7,10,18,,,,
21.05.2018 23:00,16.2,757.9,762.1,1,87,Wind blowing from the north-west,8,9,,60%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.1,,,,,,
21.05.2018 20:00,16.3,756.9,761,0.7,89,Wind blowing from the north-northwest,7,17,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,17.9,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,200-300,,,4,14.4,8,12,,,,
21.05.2018 17:00,17.2,756.2,760.3,-0.2,81,Wind blowing from the north-west,10,13,,20–30%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,13.9,,,,,,
21.05.2018 14:00,15.6,756.4,760.5,-0.1,82,Wind blowing from the north-west,6,9,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,10,12.6,7,6,,,,
21.05.2018 11:00,17,756.5,760.6,0.1,83,Wind blowing from the north-northwest,7,13,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,4,14.1,,,,,,
21.05.2018 08:00,17,756.4,760.5,-0.3,83,Wind blowing from the north-northwest,6,8,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,10,14.1,0.8,24,,,,
21.05.2018 05:00,16.7,756.7,760.7,-0.8,88,Wind blowing from the north-northwest,6,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains not falling as shower(s). ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,20,14.7,,,,,,
21.05.2018 02:00,16.6,757.5,761.6,0,89,Wind blowing from the north-northwest,5,7,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.7,0.4,18,,,,
20.05.2018 23:00,16.8,757.5,761.6,0.2,87,Wind blowing from the north-northwest,6,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,14.6,,,,,,
20.05.2018 20:00,17.7,757.3,761.4,0.9,78,Wind blowing from the north-northwest,5,8,,70 – 80%., ,,,,21,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,13.7,,,,,,
20.05.2018 17:00,18,756.4,760.5,0,79,Wind blowing from the north-west,8,12,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20,14.2,,,,,,
20.05.2018 14:00,19.2,756.4,760.4,,73,Wind blowing from the north-west,9,10,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,14.2,,,,,,
20.05.2018 08:00,16,756.9,761,0.5,81,Wind blowing from the north-northeast,5,7,,"90  or more, but not 100%", ,,,15.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20,12.7,,,,,,
20.05.2018 05:00,15.5,756.4,760.5,0.3,82,Wind blowing from the north,3,7,,50%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.4,,,,,,
